Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
4865,Ravi,good features brown eyes,0,0,2018-10-20T10:30:26Z,20,10,10,"['good', 'features', 'brown', 'eyes']","['good', 'featur', 'brown', 'eye']",0.4404,0.0,0.508,0.49200000000000005,0.7,0.6000000000000001,0.0,0,0,neu
4866,Mukesh Kumar,so amazing thought bd ofcourse awsm video,0,0,2018-10-20T08:11:09Z,20,8,10,"['so', 'amazing', 'thought', 'bd', 'ofcourse', 'awsm', 'video']","['so', 'amaz', 'thought', 'bd', 'ofcours', 'awsm', 'video']",0.624,0.0,0.594,0.406,0.6000000000000001,0.9,0.5714285714285714,0,0,neu
4867,Ki Tu,why is he standing soo cute at 8 24 man i love him he s damnn cute,0,0,2018-10-20T08:11:09Z,20,8,10,"['why', 'is', 'he', 'standing', 'soo', 'cute', 'at', '8', '24', 'man', 'i', 'love', 'him', 'he', 's', 'damnn', 'cute']","['whi', 'is', 'he', 'stand', 'soo', 'cute', 'at', '8', '24', 'man', 'i', 'love', 'him', 'he', 's', 'damnn', 'cute']",0.8807,0.0,0.519,0.48100000000000004,0.5,0.8666666666666667,0.8823529411764707,0,0,neu
4868,Agam Agarwal,did veer actually grow his hair and beard so long he looks too handsome with a clean shave,0,0,2018-10-20T04:58:35Z,20,4,10,"['did', 'veer', 'actually', 'grow', 'his', 'hair', 'and', 'beard', 'so', 'long', 'he', 'looks', 'too', 'handsome', 'with', 'a', 'clean', 'shave']","['did', 'veer', 'actual', 'grow', 'his', 'hair', 'and', 'beard', 'so', 'long', 'he', 'look', 'too', 'handsom', 'with', 'a', 'clean', 'shave']",0.7096,0.0,0.718,0.282,0.20416666666666666,0.55,0.6666666666666665,0,0,neu
4869,DURGA REDDY,he is damn cute with beard,0,0,2018-10-20T04:58:35Z,20,4,10,"['he', 'is', 'damn', 'cute', 'with', 'beard']","['he', 'is', 'damn', 'cute', 'with', 'beard']",0.0772,0.278,0.41200000000000003,0.309,0.5,1.0,0.8333333333333333,0,0,neu
4870,Rasika Bhagat,it s 4 time s of my salary but it gives me equal happiness,0,0,2018-10-19T18:13:47Z,19,18,10,"['it', 's', '4', 'time', 's', 'of', 'my', 'salary', 'but', 'it', 'gives', 'me', 'equal', 'happiness']","['it', 's', '4', 'time', 's', 'of', 'my', 'salari', 'but', 'it', 'give', 'me', 'equal', 'happi']",0.7096,0.0,0.6709999999999999,0.32899999999999996,0.35,0.225,1.4285714285714282,0,0,neu
4871,Tty Massive,out of box thinking good job,0,0,2018-10-19T18:13:47Z,19,18,10,"['out', 'of', 'box', 'thinking', 'good', 'job']","['out', 'of', 'box', 'think', 'good', 'job']",0.4404,0.0,0.633,0.36700000000000005,0.7,0.6000000000000001,1.6666666666666667,0,0,neu
4872,Manthan Thakkar,funny and true,0,0,2018-10-19T16:03:58Z,19,16,10,"['funny', 'and', 'true']","['funni', 'and', 'true']",0.6908,0.0,0.149,0.851,0.3,0.825,1.3333333333333333,0,0,pos
4873,Pavan Reddy Mopuri,just change the title to if salary were your boyfriend,0,0,2018-10-19T16:03:58Z,19,16,10,"['just', 'change', 'the', 'title', 'to', 'if', 'salary', 'were', 'your', 'boyfriend']","['just', 'chang', 'the', 'titl', 'to', 'if', 'salari', 'were', 'your', 'boyfriend']",0.0,0.0,1.0,0.0,0.0,0.0,1.3,0,0,neu
4874,Pradeep Kumar,special talented in this guy really multitalented https youtu be 5g6r6 1wp c,0,0,2018-10-19T10:39:03Z,19,10,10,"['special', 'talented', 'in', 'this', 'guy', 'really', 'multitalented', 'https', 'youtu', 'be', '5g6r6', '1wp', 'c']","['special', 'talent', 'in', 'this', 'guy', 'realli', 'multital', 'https', 'youtu', 'be', '5g6r6', '1wp', 'c']",0.7184,0.0,0.625,0.375,0.4190476190476191,0.5571428571428572,0.3076923076923077,0,0,neu
4875,Payal Pritisha,veer rajwant singh you mister are love,0,0,2018-10-19T10:39:03Z,19,10,10,"['veer', 'rajwant', 'singh', 'you', 'mister', 'are', 'love']","['veer', 'rajwant', 'singh', 'you', 'mister', 'are', 'love']",0.6369,0.0,0.588,0.41200000000000003,0.5,0.6,1.1428571428571426,0,0,neu
4876,Mufaddal Naya,what if someone did a business,0,0,2018-10-19T08:36:40Z,19,8,10,"['what', 'if', 'someone', 'did', 'a', 'business']","['what', 'if', 'someon', 'did', 'a', 'busi']",0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0,0,neu
4877,250,he looked a little bit like daniel radcliffe after growing beard,0,1,2018-10-19T08:36:40Z,19,8,10,"['he', 'looked', 'a', 'little', 'bit', 'like', 'daniel', 'radcliffe', 'after', 'growing', 'beard']","['he', 'look', 'a', 'littl', 'bit', 'like', 'daniel', 'radcliff', 'after', 'grow', 'beard']",0.4445,0.0,0.6709999999999999,0.32899999999999996,-0.1875,0.5,0.2727272727272727,1,0,neu
4878,Tenzin kunsang,i spend it on crap,0,0,2018-10-19T08:35:19Z,19,8,10,"['i', 'spend', 'it', 'on', 'crap']","['i', 'spend', 'it', 'on', 'crap']",-0.3818,0.46399999999999997,0.536,0.0,-0.8,0.8,0.6000000000000001,0,0,neu
4879,Sushil Kumar,loving it,0,0,2018-10-19T08:35:19Z,19,8,10,"['loving', 'it']","['love', 'it']",0.5994,0.0,0.204,0.7959999999999999,0.6,0.95,2.5,0,0,pos
4880,PARA SF LOVER,subsribe cricket reloaede on youtube bro bro bro,0,0,2018-10-18T10:21:39Z,18,10,10,"['subsribe', 'cricket', 'reloaede', 'on', 'youtube', 'bro', 'bro', 'bro']","['subsrib', 'cricket', 'reloaed', 'on', 'youtub', 'bro', 'bro', 'bro']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
4881,Flash,this luv story was cute,0,0,2018-10-18T10:21:39Z,18,10,10,"['this', 'luv', 'story', 'was', 'cute']","['this', 'luv', 'stori', 'was', 'cute']",0.4588,0.0,0.5710000000000001,0.429,0.5,1.0,1.0,0,0,neu
4882,Virendra Naval,this girl,0,0,2018-10-18T06:32:16Z,18,6,10,"['this', 'girl']","['this', 'girl']",0.0,0.0,1.0,0.0,0.0,0.0,2.5,0,0,neu
4883,Nethi srujana,this is just really amazing i just loved it,0,0,2018-10-18T06:32:16Z,18,6,10,"['this', 'is', 'just', 'really', 'amazing', 'i', 'just', 'loved', 'it']","['this', 'is', 'just', 'realli', 'amaz', 'i', 'just', 'love', 'it']",0.8503,0.0,0.42100000000000004,0.579,0.65,0.8500000000000001,0.3333333333333333,0,0,pos
4884,Ranjan tripathy,awesome content,0,0,2018-10-17T14:04:19Z,17,14,10,"['awesome', 'content']","['awesom', 'content']",0.6249,0.0,0.196,0.804,1.0,1.0,0.0,0,0,pos
4885,Gamen Boiii Sahil,then there would also racism and sexism in the salary xd lol,0,0,2018-10-17T14:04:19Z,17,14,10,"['then', 'there', 'would', 'also', 'racism', 'and', 'sexism', 'in', 'the', 'salary', 'xd', 'lol']","['then', 'there', 'would', 'also', 'racism', 'and', 'sexism', 'in', 'the', 'salari', 'xd', 'lol']",0.3612,0.20800000000000002,0.457,0.335,0.8,0.7,0.8333333333333334,0,0,neu
4886,bhuvnesh mathur,may i know this hot girl name she was soo beautiful in that red dress if you are reading this please comment once filtercopy youarebeautiful,0,0,2018-10-17T14:00:10Z,17,14,10,"['may', 'i', 'know', 'this', 'hot', 'girl', 'name', 'she', 'was', 'soo', 'beautiful', 'in', 'that', 'red', 'dress', 'if', 'you', 'are', 'reading', 'this', 'please', 'comment', 'once', 'filtercopy', 'youarebeautiful']","['may', 'i', 'know', 'this', 'hot', 'girl', 'name', 'she', 'was', 'soo', 'beauti', 'in', 'that', 'red', 'dress', 'if', 'you', 'are', 'read', 'this', 'pleas', 'comment', 'onc', 'filtercopi', 'youarebeauti']",0.7597,0.0,0.7709999999999999,0.22899999999999998,0.3666666666666667,0.6166666666666667,0.8,0,0,neu
4887,Prasanta Dutta,money and money,0,0,2018-10-17T14:00:10Z,17,14,10,"['money', 'and', 'money']","['money', 'and', 'money']",0.0,0.0,1.0,0.0,0.0,0.0,2.6666666666666665,0,0,neu
4888,B33 Priyam Ghaghada,best video on youtube ever since 2001 coz its my birth date,0,0,2018-10-17T04:42:07Z,17,4,10,"['best', 'video', 'on', 'youtube', 'ever', 'since', '2001', 'coz', 'its', 'my', 'birth', 'date']","['best', 'video', 'on', 'youtub', 'ever', 'sinc', '2001', 'coz', 'it', 'my', 'birth', 'date']",0.6369,0.0,0.7240000000000001,0.276,1.0,0.3,0.8333333333333334,0,0,neu
4889,Shrikant G V,amazingly well scripted coudn t have been better you guys acted so well way to go filtercopy team,0,0,2018-10-17T04:42:07Z,17,4,10,"['amazingly', 'well', 'scripted', 'coudn', 't', 'have', 'been', 'better', 'you', 'guys', 'acted', 'so', 'well', 'way', 'to', 'go', 'filtercopy', 'team']","['amaz', 'well', 'script', 'coudn', 't', 'have', 'been', 'better', 'you', 'guy', 'act', 'so', 'well', 'way', 'to', 'go', 'filtercopi', 'team']",0.7708,0.0,0.6459999999999999,0.354,0.55,0.7,0.2222222222222222,0,0,neu
4890,Tejal Vijay Gawas,this is so awesome the content is so freakin goodnayana shyam i love you the actors did so well,0,0,2018-10-16T09:36:00Z,16,9,10,"['this', 'is', 'so', 'awesome', 'the', 'content', 'is', 'so', 'freakin', 'goodnayana', 'shyam', 'i', 'love', 'you', 'the', 'actors', 'did', 'so', 'well']","['this', 'is', 'so', 'awesom', 'the', 'content', 'is', 'so', 'freakin', 'goodnayana', 'shyam', 'i', 'love', 'you', 'the', 'actor', 'did', 'so', 'well']",0.9214,0.0,0.552,0.44799999999999995,0.75,0.8,0.2631578947368421,0,0,neu
4891,usha singh,veer looks so hottt in that suit,0,0,2018-10-16T09:36:00Z,16,9,10,"['veer', 'looks', 'so', 'hottt', 'in', 'that', 'suit']","['veer', 'look', 'so', 'hottt', 'in', 'that', 'suit']",0.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857142,0,0,neu
4892,Nisarg Chauhan,what a creative idea,0,0,2018-10-16T08:28:00Z,16,8,10,"['what', 'a', 'creative', 'idea']","['what', 'a', 'creativ', 'idea']",0.4404,0.0,0.408,0.5920000000000001,0.5,1.0,1.0,0,0,pos
4893,laiba rajpoot,by the way salary is soo hott omg chik chik boom fire,0,0,2018-10-16T08:28:00Z,16,8,10,"['by', 'the', 'way', 'salary', 'is', 'soo', 'hott', 'omg', 'chik', 'chik', 'boom', 'fire']","['by', 'the', 'way', 'salari', 'is', 'soo', 'hott', 'omg', 'chik', 'chik', 'boom', 'fire']",-0.34,0.179,0.821,0.0,0.0,0.0,1.333333333333333,0,0,neu
4894,Sruthi D,love the analogy it couldn t be better,0,0,2018-10-16T04:21:57Z,16,4,10,"['love', 'the', 'analogy', 'it', 'couldn', 't', 'be', 'better']","['love', 'the', 'analog', 'it', 'couldn', 't', 'be', 'better']",0.7964,0.0,0.413,0.5870000000000001,0.5,0.55,1.0,0,0,pos
4895,BHUMIKA THAKWANI,superb contact creativity filter copy btw the salary is too handsome to handle,6,0,2018-10-16T04:21:57Z,16,4,10,"['superb', 'contact', 'creativity', 'filter', 'copy', 'btw', 'the', 'salary', 'is', 'too', 'handsome', 'to', 'handle']","['superb', 'contact', 'creativ', 'filter', 'copi', 'btw', 'the', 'salari', 'is', 'too', 'handsom', 'to', 'handl']",0.872,0.0,0.503,0.49700000000000005,0.75,1.0,1.4615384615384612,0,1,neu
4896,Batsala Batsala,this is the best video i have ever seen by filtercopy,0,0,2018-10-15T11:33:26Z,15,11,10,"['this', 'is', 'the', 'best', 'video', 'i', 'have', 'ever', 'seen', 'by', 'filtercopy']","['this', 'is', 'the', 'best', 'video', 'i', 'have', 'ever', 'seen', 'by', 'filtercopi']",0.6369,0.0,0.682,0.318,1.0,0.3,0.4545454545454546,0,0,neu
4897,Rohit Chakraborty,brilliant concept awesome presentation kudos guys fantastic,0,0,2018-10-15T11:33:26Z,15,11,10,"['brilliant', 'concept', 'awesome', 'presentation', 'kudos', 'guys', 'fantastic']","['brilliant', 'concept', 'awesom', 'present', 'kudo', 'guy', 'fantast']",0.9413,0.0,0.16899999999999998,0.831,0.7666666666666666,0.9666666666666668,0.7142857142857142,0,0,pos
4898,NIRALI CHAUHAN,meet my salary mast tha,0,0,2018-10-15T10:53:58Z,15,10,10,"['meet', 'my', 'salary', 'mast', 'tha']","['meet', 'my', 'salari', 'mast', 'tha']",0.0,0.0,1.0,0.0,0.0,0.0,2.4,0,0,neu
4899,Mohit Sharma,we want part 2 please,0,0,2018-10-15T10:53:58Z,15,10,10,"['we', 'want', 'part', '2', 'please']","['we', 'want', 'part', '2', 'pleas']",0.3818,0.0,0.35700000000000004,0.643,0.0,0.0,0.0,0,0,pos
4900,Gopal Sarangi,omg she looks like alexandra daddario,0,0,2018-10-14T17:49:54Z,14,17,10,"['omg', 'she', 'looks', 'like', 'alexandra', 'daddario']","['omg', 'she', 'look', 'like', 'alexandra', 'daddario']",0.3612,0.0,0.667,0.33299999999999996,0.0,0.0,0.0,0,0,neu
4901,Hml Mgr,thisis hilarious but concept is amazing,0,0,2018-10-14T17:49:54Z,14,17,10,"['thisis', 'hilarious', 'but', 'concept', 'is', 'amazing']","['thisi', 'hilari', 'but', 'concept', 'is', 'amaz']",0.7935,0.0,0.36200000000000004,0.638,0.55,0.95,0.3333333333333333,0,0,pos
4902,Nitin Singam,one of the best creative video ever kudos to whoever had this idea,0,0,2018-10-14T15:28:36Z,14,15,10,"['one', 'of', 'the', 'best', 'creative', 'video', 'ever', 'kudos', 'to', 'whoever', 'had', 'this', 'idea']","['one', 'of', 'the', 'best', 'creativ', 'video', 'ever', 'kudo', 'to', 'whoever', 'had', 'this', 'idea']",0.8859999999999999,0.0,0.49,0.51,0.75,0.65,0.6923076923076923,0,0,pos
4903,Atharva Deshpande,i can t believe is this the same veer rajawant singh from jab we met he looks really good than he looked then well you look really handsome bro,0,0,2018-10-14T15:28:36Z,14,15,10,"['i', 'can', 't', 'believe', 'is', 'this', 'the', 'same', 'veer', 'rajawant', 'singh', 'from', 'jab', 'we', 'met', 'he', 'looks', 'really', 'good', 'than', 'he', 'looked', 'then', 'well', 'you', 'look', 'really', 'handsome', 'bro']","['i', 'can', 't', 'believ', 'is', 'this', 'the', 'same', 'veer', 'rajaw', 'singh', 'from', 'jab', 'we', 'met', 'he', 'look', 'realli', 'good', 'than', 'he', 'look', 'then', 'well', 'you', 'look', 'realli', 'handsom', 'bro']",0.831,0.0,0.732,0.268,0.4,0.5750000000000001,0.2758620689655173,0,0,neu
4904,Souparna Seth,very good thinking as well as script keep it up,0,0,2018-10-14T10:14:17Z,14,10,10,"['very', 'good', 'thinking', 'as', 'well', 'as', 'script', 'keep', 'it', 'up']","['veri', 'good', 'think', 'as', 'well', 'as', 'script', 'keep', 'it', 'up']",0.6478,0.0,0.602,0.39799999999999996,0.91,0.7800000000000001,0.4,0,0,neu
4905,Apurba Debnath,yes i am that kind of girl every month,0,0,2018-10-14T10:14:17Z,14,10,10,"['yes', 'i', 'am', 'that', 'kind', 'of', 'girl', 'every', 'month']","['yes', 'i', 'am', 'that', 'kind', 'of', 'girl', 'everi', 'month']",0.4019,0.0,0.722,0.278,0.6,0.9,0.8888888888888891,0,0,neu
4906,Sangeetha M S,am in love with wamiqa ever since i watched godha filter copy thanks for bringing her here,0,0,2018-10-14T08:30:13Z,14,8,10,"['am', 'in', 'love', 'with', 'wamiqa', 'ever', 'since', 'i', 'watched', 'godha', 'filter', 'copy', 'thanks', 'for', 'bringing', 'her', 'here']","['am', 'in', 'love', 'with', 'wamiqa', 'ever', 'sinc', 'i', 'watch', 'godha', 'filter', 'copi', 'thank', 'for', 'bring', 'her', 'here']",0.7964,0.0,0.664,0.336,0.35,0.4,0.4705882352941177,0,0,neu
4907,Priyanka Baglari,filtercopy i love you from where do you guys bring such ideas you totally nailed it this time felt like i it s my story and veer you are a sweetheart lots of love,0,0,2018-10-14T08:30:13Z,14,8,10,"['filtercopy', 'i', 'love', 'you', 'from', 'where', 'do', 'you', 'guys', 'bring', 'such', 'ideas', 'you', 'totally', 'nailed', 'it', 'this', 'time', 'felt', 'like', 'i', 'it', 's', 'my', 'story', 'and', 'veer', 'you', 'are', 'a', 'sweetheart', 'lots', 'of', 'love']","['filtercopi', 'i', 'love', 'you', 'from', 'where', 'do', 'you', 'guy', 'bring', 'such', 'idea', 'you', 'total', 'nail', 'it', 'this', 'time', 'felt', 'like', 'i', 'it', 's', 'my', 'stori', 'and', 'veer', 'you', 'are', 'a', 'sweetheart', 'lot', 'of', 'love']",0.9451,0.0,0.631,0.369,0.25,0.6125,0.4705882352941177,0,0,neu
4908,SHIVANAND MISHRA,this was amazing unique thanks guyz for best entertainment,0,0,2018-10-14T06:55:05Z,14,6,10,"['this', 'was', 'amazing', 'unique', 'thanks', 'guyz', 'for', 'best', 'entertainment']","['this', 'was', 'amaz', 'uniqu', 'thank', 'guyz', 'for', 'best', 'entertain']",0.9287,0.0,0.267,0.733,0.54375,0.6,0.8888888888888888,0,0,pos
4909,Kaushal Kumar,i simply love filtercopy and it s great team member,1,0,2018-10-14T06:55:05Z,14,6,10,"['i', 'simply', 'love', 'filtercopy', 'and', 'it', 's', 'great', 'team', 'member']","['i', 'simpli', 'love', 'filtercopi', 'and', 'it', 's', 'great', 'team', 'member']",0.8519,0.0,0.42,0.58,0.65,0.675,0.8,0,1,pos
4910,The amateur,that was coool,0,0,2018-10-14T02:48:26Z,14,2,10,"['that', 'was', 'coool']","['that', 'was', 'coool']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
4911,happy life,awesome creativity man,0,0,2018-10-14T02:48:26Z,14,2,10,"['awesome', 'creativity', 'man']","['awesom', 'creativ', 'man']",0.7717,0.0,0.13,0.87,1.0,1.0,0.6666666666666666,0,0,pos
4912,Shamik Chakraborty,if 56 200 is your salary and this is how you live then you are a disgrace this lifestyle is a lavishness don t live like this,0,0,2018-10-13T11:14:27Z,13,11,10,"['if', '56', '200', 'is', 'your', 'salary', 'and', 'this', 'is', 'how', 'you', 'live', 'then', 'you', 'are', 'a', 'disgrace', 'this', 'lifestyle', 'is', 'a', 'lavishness', 'don', 't', 'live', 'like', 'this']","['if', '56', '200', 'is', 'your', 'salari', 'and', 'this', 'is', 'how', 'you', 'live', 'then', 'you', 'are', 'a', 'disgrac', 'this', 'lifestyl', 'is', 'a', 'lavish', 'don', 't', 'live', 'like', 'this']",-0.1779,0.11599999999999999,0.794,0.09,0.13636363636363635,0.5,0.5925925925925926,0,0,neu
4913,red rose,treat you better 0 45 any mendesarmy here,11,0,2018-10-13T11:14:27Z,13,11,10,"['treat', 'you', 'better', '0', '45', 'any', 'mendesarmy', 'here']","['treat', 'you', 'better', '0', '45', 'ani', 'mendesarmi', 'here']",0.6808,0.0,0.47200000000000003,0.528,0.5,0.5,0.625,0,1,pos
4914,red rose,treat you better 0 45 any mendesarmy here,0,0,2018-10-13T10:09:30Z,13,10,10,"['treat', 'you', 'better', '0', '45', 'any', 'mendesarmy', 'here']","['treat', 'you', 'better', '0', '45', 'ani', 'mendesarmi', 'here']",0.6808,0.0,0.47200000000000003,0.528,0.5,0.5,0.625,0,0,pos
4915,Jatin Bhutani,available to be your sailry,0,0,2018-10-13T10:09:30Z,13,10,10,"['available', 'to', 'be', 'your', 'sailry']","['avail', 'to', 'be', 'your', 'sailri']",0.0,0.0,1.0,0.0,0.4,0.4,0.0,0,0,neu
4916,Everything A2Z,she kind of looks similar to alexandra daddario,0,1,2018-10-13T05:08:39Z,13,5,10,"['she', 'kind', 'of', 'looks', 'similar', 'to', 'alexandra', 'daddario']","['she', 'kind', 'of', 'look', 'similar', 'to', 'alexandra', 'daddario']",0.0,0.0,1.0,0.0,0.3,0.65,0.5,1,0,neu
4917,SaI Teja 1708,a promising video from your side after a very long time seriously it s innovative and thinkable lots of love from my side,1,1,2018-10-13T05:08:39Z,13,5,10,"['a', 'promising', 'video', 'from', 'your', 'side', 'after', 'a', 'very', 'long', 'time', 'seriously', 'it', 's', 'innovative', 'and', 'thinkable', 'lots', 'of', 'love', 'from', 'my', 'side']","['a', 'promis', 'video', 'from', 'your', 'side', 'after', 'a', 'veri', 'long', 'time', 'serious', 'it', 's', 'innov', 'and', 'thinkabl', 'lot', 'of', 'love', 'from', 'my', 'side']",0.8332,0.071,0.5760000000000001,0.353,0.28375,0.655,0.608695652173913,1,1,neu
4918,jj patel,best female actor in filter copy for this role,0,0,2018-10-12T11:00:29Z,12,11,10,"['best', 'female', 'actor', 'in', 'filter', 'copy', 'for', 'this', 'role']","['best', 'femal', 'actor', 'in', 'filter', 'copi', 'for', 'this', 'role']",0.6369,0.0,0.6559999999999999,0.344,0.5,0.2333333333333333,0.8888888888888891,0,0,neu
4919,balakirankumar rajavarapu,really it happens to me every month,0,0,2018-10-12T11:00:29Z,12,11,10,"['really', 'it', 'happens', 'to', 'me', 'every', 'month']","['realli', 'it', 'happen', 'to', 'me', 'everi', 'month']",0.0,0.0,1.0,0.0,0.2,0.2,0.0,0,0,neu
4920,Suresh Ahirwar,it is really nice,0,0,2018-10-12T10:46:06Z,12,10,10,"['it', 'is', 'really', 'nice']","['it', 'is', 'realli', 'nice']",0.4754,0.0,0.49200000000000005,0.508,0.6,1.0,0.5,0,0,pos
4921,SEHRISH KHAN,unblievable very nice video i like it tooooo much and in present situation itz happening continously that we are wasting our money,0,0,2018-10-12T10:46:06Z,12,10,10,"['unblievable', 'very', 'nice', 'video', 'i', 'like', 'it', 'tooooo', 'much', 'and', 'in', 'present', 'situation', 'itz', 'happening', 'continously', 'that', 'we', 'are', 'wasting', 'our', 'money']","['unbliev', 'veri', 'nice', 'video', 'i', 'like', 'it', 'tooooo', 'much', 'and', 'in', 'present', 'situat', 'itz', 'happen', 'contin', 'that', 'we', 'are', 'wast', 'our', 'money']",0.4865,0.102,0.6779999999999999,0.221,0.32666666666666666,0.4,0.5000000000000001,0,0,neu
4922,SANIDHYA NEGI,salary 56200 ki and phone iphone x,0,0,2018-10-12T09:35:23Z,12,9,10,"['salary', '56200', 'ki', 'and', 'phone', 'iphone', 'x']","['salari', '56200', 'ki', 'and', 'phone', 'iphon', 'x']",0.0,0.0,1.0,0.0,0.0,0.0,1.7142857142857135,0,0,neu
4923,Vishal Rana,amazing concept very well directed and superbly played by the actors i just wonder how hot would be veer s salary in coming years keep going veer its always great to see you in the videos filtercopyrockskeep watching filter copy,0,0,2018-10-12T09:35:23Z,12,9,10,"['amazing', 'concept', 'very', 'well', 'directed', 'and', 'superbly', 'played', 'by', 'the', 'actors', 'i', 'just', 'wonder', 'how', 'hot', 'would', 'be', 'veer', 's', 'salary', 'in', 'coming', 'years', 'keep', 'going', 'veer', 'its', 'always', 'great', 'to', 'see', 'you', 'in', 'the', 'videos', 'filtercopyrockskeep', 'watching', 'filter', 'copy']","['amaz', 'concept', 'veri', 'well', 'direct', 'and', 'superbl', 'play', 'by', 'the', 'actor', 'i', 'just', 'wonder', 'how', 'hot', 'would', 'be', 'veer', 's', 'salari', 'in', 'come', 'year', 'keep', 'go', 'veer', 'it', 'alway', 'great', 'to', 'see', 'you', 'in', 'the', 'video', 'filtercopyrockskeep', 'watch', 'filter', 'copi']",0.9134,0.0,0.728,0.272,0.57,0.76,0.6500000000000002,0,0,neu
4924,Rohit Banasure,56200 salary for doing nothing not bad,0,0,2018-10-11T16:13:06Z,11,16,10,"['56200', 'salary', 'for', 'doing', 'nothing', 'not', 'bad']","['56200', 'salari', 'for', 'do', 'noth', 'not', 'bad']",-0.3333,0.28300000000000003,0.7170000000000001,0.0,0.3499999999999999,0.6666666666666666,2.4285714285714284,0,0,neu
4925,Rubinajamal 90,cute relationship of salary and a employee,0,0,2018-10-11T16:13:06Z,11,16,10,"['cute', 'relationship', 'of', 'salary', 'and', 'a', 'employee']","['cute', 'relationship', 'of', 'salari', 'and', 'a', 'employe']",0.4588,0.0,0.625,0.375,0.5,1.0,3.4285714285714275,0,0,neu
4926,Ash Wini,yaaa salary is very hot,0,0,2018-10-11T12:09:50Z,11,12,10,"['yaaa', 'salary', 'is', 'very', 'hot']","['yaaa', 'salari', 'is', 'veri', 'hot']",0.0,0.0,1.0,0.0,0.325,1.0,2.4,0,0,neu
4927,Venkates Naik,who all think ki pura tsp break up with phone se uthaya hai,0,0,2018-10-11T12:09:50Z,11,12,10,"['who', 'all', 'think', 'ki', 'pura', 'tsp', 'break', 'up', 'with', 'phone', 'se', 'uthaya', 'hai']","['who', 'all', 'think', 'ki', 'pura', 'tsp', 'break', 'up', 'with', 'phone', 'se', 'uthaya', 'hai']",0.0,0.0,1.0,0.0,0.0,0.0,0.4615384615384616,0,0,neu
4928,sourabh sharma,whats about th pocket money of students engineering,0,0,2018-10-11T09:34:54Z,11,9,10,"['whats', 'about', 'th', 'pocket', 'money', 'of', 'students', 'engineering']","['what', 'about', 'th', 'pocket', 'money', 'of', 'student', 'engin']",0.0,0.0,1.0,0.0,0.0,0.0,1.125,0,0,neu
4929,kashif khan,what a amazing script i love both characters so real and mind blowing very true big heart for meera,0,0,2018-10-11T09:34:54Z,11,9,10,"['what', 'a', 'amazing', 'script', 'i', 'love', 'both', 'characters', 'so', 'real', 'and', 'mind', 'blowing', 'very', 'true', 'big', 'heart', 'for', 'meera']","['what', 'a', 'amaz', 'script', 'i', 'love', 'both', 'charact', 'so', 'real', 'and', 'mind', 'blow', 'veri', 'true', 'big', 'heart', 'for', 'meera']",0.902,0.0,0.5579999999999999,0.442,0.35100000000000003,0.5489999999999999,0.631578947368421,0,0,neu
4930,Hussain Md  Shahnawaz Laskar,her cleavage is lit,39,4,2018-10-11T09:13:29Z,11,9,10,"['her', 'cleavage', 'is', 'lit']","['her', 'cleavag', 'is', 'lit']",0.0,0.0,1.0,0.0,0.0,0.0,0.25,1,1,neu
4931,Alia Shah,i loved it very different concept but its true this is wht happens to me loved the video btw the salary is hot if i had that salary i would never use it luv u veer,0,0,2018-10-11T09:13:29Z,11,9,10,"['i', 'loved', 'it', 'very', 'different', 'concept', 'but', 'its', 'true', 'this', 'is', 'wht', 'happens', 'to', 'me', 'loved', 'the', 'video', 'btw', 'the', 'salary', 'is', 'hot', 'if', 'i', 'had', 'that', 'salary', 'i', 'would', 'never', 'use', 'it', 'luv', 'u', 'veer']","['i', 'love', 'it', 'veri', 'differ', 'concept', 'but', 'it', 'true', 'this', 'is', 'wht', 'happen', 'to', 'me', 'love', 'the', 'video', 'btw', 'the', 'salari', 'is', 'hot', 'if', 'i', 'had', 'that', 'salari', 'i', 'would', 'never', 'use', 'it', 'luv', 'u', 'veer']",0.91,0.0,0.716,0.284,0.4,0.7759999999999999,0.916666666666667,0,0,neu
4932,Admission Guru,https www youtube com watch v 9dc90zqynn8 t 1s watch to know more,0,0,2018-10-10T14:22:44Z,10,14,10,"['https', 'www', 'youtube', 'com', 'watch', 'v', '9dc90zqynn8', 't', '1s', 'watch', 'to', 'know', 'more']","['https', 'www', 'youtub', 'com', 'watch', 'v', '9dc90zqynn8', 't', '1s', 'watch', 'to', 'know', 'more']",0.0,0.0,1.0,0.0,0.5,0.5,0.3076923076923077,0,0,neu
4933,Maddy PANDEY,wowww what a concept mind blowing superb,0,0,2018-10-10T14:22:44Z,10,14,10,"['wowww', 'what', 'a', 'concept', 'mind', 'blowing', 'superb']","['wowww', 'what', 'a', 'concept', 'mind', 'blow', 'superb']",0.6249,0.0,0.5489999999999999,0.451,1.0,1.0,0.0,0,0,neu
