Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,Reply_Class,Like_Class,sentiment_status
2780,indeed Sussy,any humanities student here hit like,18,0,2019-04-09T04:23:05Z,9,4,4,"['any', 'humanities', 'student', 'here', 'hit', 'like']","['ani', 'human', 'student', 'here', 'hit', 'like']",0.3612,0.0,0.667,0.333,0.0,0.0,1.1666666666666663,0,1,0,1,neu
2781,Niranjana Menon,anybody watching this just day before any exam well i m one,0,1,2019-04-09T04:23:05Z,9,4,4,"['anybody', 'watching', 'this', 'just', 'day', 'before', 'any', 'exam', 'well', 'i', 'm', 'one']","['anybodi', 'watch', 'this', 'just', 'day', 'befor', 'ani', 'exam', 'well', 'i', 'm', 'one']",0.2732,0.0,0.8109999999999999,0.189,0.0,0.0,0.25,1,0,1,0,neu
2782,Cute Koala,well my exams are ending tomorrow,0,0,2019-04-09T04:19:53Z,9,4,4,"['well', 'my', 'exams', 'are', 'ending', 'tomorrow']","['well', 'my', 'exam', 'are', 'end', 'tomorrow']",0.2732,0.0,0.7040000000000001,0.29600000000000004,0.0,0.0,0.0,0,0,0,0,neu
2783,VIJAYALAKSHMI SRIKANTH,finally the moat awaited video hurray,0,0,2019-04-09T04:19:53Z,9,4,4,"['finally', 'the', 'moat', 'awaited', 'video', 'hurray']","['final', 'the', 'moat', 'await', 'video', 'hurray']",0.5574,0.125,0.455,0.42,0.0,1.0,0.5,0,0,0,0,neu
2784,Vishma Shah,ashish is best,1,0,2019-04-09T04:17:07Z,9,4,4,"['ashish', 'is', 'best']","['ashish', 'is', 'best']",0.6369,0.0,0.32299999999999995,0.677,1.0,0.3,0.6666666666666666,0,1,0,1,pos
2785,mannumanas keerthi,ashish ashish ashish hit like,5,0,2019-04-09T04:17:07Z,9,4,4,"['ashish', 'ashish', 'ashish', 'hit', 'like']","['ashish', 'ashish', 'ashish', 'hit', 'like']",0.3612,0.0,0.615,0.385,0.0,0.0,0.8,0,1,0,1,neu
2786,Vartik ,hey guys it s an alerthttps youtu be zcbyi7o6mniwarning message inside this video it s too important kindly go through this thing as fast as you can,1,0,2019-04-09T04:14:48Z,9,4,4,"['hey', 'guys', 'it', 's', 'an', 'alerthttps', 'youtu', 'be', 'zcbyi7o6mniwarning', 'message', 'inside', 'this', 'video', 'it', 's', 'too', 'important', 'kindly', 'go', 'through', 'this', 'thing', 'as', 'fast', 'as', 'you', 'can']","['hey', 'guy', 'it', 's', 'an', 'alerthttp', 'youtu', 'be', 'zcbyi7o6mniwarn', 'messag', 'insid', 'this', 'video', 'it', 's', 'too', 'import', 'kind', 'go', 'through', 'this', 'thing', 'as', 'fast', 'as', 'you', 'can']",0.6124,0.0,0.821,0.179,0.4,0.8333333333333334,0.3333333333333333,0,1,0,1,neu
2787,Sohini Majumdar,that physics rant to h c verma was legit goals,0,0,2019-04-09T04:14:48Z,9,4,4,"['that', 'physics', 'rant', 'to', 'h', 'c', 'verma', 'was', 'legit', 'goals']","['that', 'physic', 'rant', 'to', 'h', 'c', 'verma', 'was', 'legit', 'goal']",-0.34,0.255,0.745,0.0,0.0,0.0,0.5,0,0,0,0,neu
2788,Lalita Jain,they said that the bill was 864 but while splitting the bill on hike they wrote it as 684,0,0,2019-04-06T18:44:49Z,6,18,4,"['they', 'said', 'that', 'the', 'bill', 'was', '864', 'but', 'while', 'splitting', 'the', 'bill', 'on', 'hike', 'they', 'wrote', 'it', 'as', '684']","['they', 'said', 'that', 'the', 'bill', 'was', '864', 'but', 'while', 'split', 'the', 'bill', 'on', 'hike', 'they', 'wrote', 'it', 'as', '684']",0.0,0.0,1.0,0.0,0.0,0.0,0.631578947368421,0,0,0,0,neu
2789,Khyati J,banerjee is soo cute want him in more videos btw that t shirt he s wearing,0,0,2019-04-06T18:44:49Z,6,18,4,"['banerjee', 'is', 'soo', 'cute', 'want', 'him', 'in', 'more', 'videos', 'btw', 'that', 't', 'shirt', 'he', 's', 'wearing']","['banerje', 'is', 'soo', 'cute', 'want', 'him', 'in', 'more', 'video', 'btw', 'that', 't', 'shirt', 'he', 's', 'wear']",0.5106,0.0,0.736,0.264,0.5,0.75,0.6875,0,0,0,0,neu
2790,Mariam Rana,2 00 that s me and my brother when we was little we always use to make songs out of words but it kinaa help,0,0,2019-04-06T03:24:29Z,6,3,4,"['2', '00', 'that', 's', 'me', 'and', 'my', 'brother', 'when', 'we', 'was', 'little', 'we', 'always', 'use', 'to', 'make', 'songs', 'out', 'of', 'words', 'but', 'it', 'kinaa', 'help']","['2', '00', 'that', 's', 'me', 'and', 'my', 'brother', 'when', 'we', 'was', 'littl', 'we', 'alway', 'use', 'to', 'make', 'song', 'out', 'of', 'word', 'but', 'it', 'kinaa', 'help']",0.5499,0.0,0.861,0.139,-0.1875,0.5,0.36000000000000004,0,0,0,0,neu
2791,Siddhi Gonecrazy,holi pe nasha karke rabbi ne charas fooka when u can t remember something in a good way,0,0,2019-04-06T03:24:29Z,6,3,4,"['holi', 'pe', 'nasha', 'karke', 'rabbi', 'ne', 'charas', 'fooka', 'when', 'u', 'can', 't', 'remember', 'something', 'in', 'a', 'good', 'way']","['holi', 'pe', 'nasha', 'kark', 'rabbi', 'ne', 'chara', 'fooka', 'when', 'u', 'can', 't', 'rememb', 'someth', 'in', 'a', 'good', 'way']",0.4404,0.0,0.828,0.172,0.7,0.6000000000000001,0.0,0,0,0,0,neu
2792,Samit Mohan,thermodynamics haha,0,0,2019-04-05T09:12:13Z,5,9,4,"['thermodynamics', 'haha']","['thermodynam', 'haha']",0.4588,0.0,0.25,0.75,0.2,0.3,0.0,0,0,0,0,pos
2793,Soham Chivukula E 613,nice periodic table yaad rakhne ka achha idea hai,1,0,2019-04-05T09:12:13Z,5,9,4,"['nice', 'periodic', 'table', 'yaad', 'rakhne', 'ka', 'achha', 'idea', 'hai']","['nice', 'period', 'tabl', 'yaad', 'rakhn', 'ka', 'achha', 'idea', 'hai']",0.4215,0.0,0.741,0.259,0.6,1.0,0.6666666666666667,0,1,0,1,neu
2794,o l i v e r,first board exams of class 10th this time we are screwed,0,0,2019-04-05T08:33:44Z,5,8,4,"['first', 'board', 'exams', 'of', 'class', '10th', 'this', 'time', 'we', 'are', 'screwed']","['first', 'board', 'exam', 'of', 'class', '10th', 'this', 'time', 'we', 'are', 'screw']",-0.4939,0.242,0.758,0.0,0.25,0.3333333333333333,0.6363636363636365,0,0,0,0,neu
2795,Muhammad Sharjeel,maths aur biology sath sath parhtay hain seriously,0,0,2019-04-05T08:33:44Z,5,8,4,"['maths', 'aur', 'biology', 'sath', 'sath', 'parhtay', 'hain', 'seriously']","['math', 'aur', 'biolog', 'sath', 'sath', 'parhtay', 'hain', 'serious']",-0.1779,0.195,0.805,0.0,-0.3333333333333333,0.6666666666666666,0.625,0,0,0,0,neu
2796,tanya g,preboard 2 starts on 9th using this video to procrastinate,0,0,2019-04-05T07:52:06Z,5,7,4,"['preboard', '2', 'starts', 'on', '9th', 'using', 'this', 'video', 'to', 'procrastinate']","['preboard', '2', 'start', 'on', '9th', 'use', 'this', 'video', 'to', 'procrastin']",0.0,0.0,1.0,0.0,0.0,0.0,0.30000000000000004,0,0,0,0,neu
2797,14 Asma Khan,bht sahi time per yeh video aaya h our exams are coming soon,0,0,2019-04-05T07:52:06Z,5,7,4,"['bht', 'sahi', 'time', 'per', 'yeh', 'video', 'aaya', 'h', 'our', 'exams', 'are', 'coming', 'soon']","['bht', 'sahi', 'time', 'per', 'yeh', 'video', 'aaya', 'h', 'our', 'exam', 'are', 'come', 'soon']",0.0,0.0,1.0,0.0,0.0,0.0,0.2307692307692308,0,0,0,0,neu
2798,Mitali Basu,do on what non chocolate lovers are tired of hearing,0,0,2019-04-04T16:45:54Z,4,16,4,"['do', 'on', 'what', 'non', 'chocolate', 'lovers', 'are', 'tired', 'of', 'hearing']","['do', 'on', 'what', 'non', 'chocol', 'lover', 'are', 'tire', 'of', 'hear']",0.128,0.203,0.5589999999999999,0.238,-0.4,0.7,0.6,0,0,0,0,neu
2799,Saurabh Srivastava,bhut glt kiya h c verma is a great teacher physicians unko gali,0,0,2019-04-04T16:45:54Z,4,16,4,"['bhut', 'glt', 'kiya', 'h', 'c', 'verma', 'is', 'a', 'great', 'teacher', 'physicians', 'unko', 'gali']","['bhut', 'glt', 'kiya', 'h', 'c', 'verma', 'is', 'a', 'great', 'teacher', 'physician', 'unko', 'gali']",0.6249,0.0,0.687,0.313,0.8,0.75,0.5384615384615385,0,0,0,0,neu
2800,sangeeta gupta,really good video,0,0,2019-04-04T13:50:48Z,4,13,4,"['really', 'good', 'video']","['realli', 'good', 'video']",0.4927,0.0,0.385,0.615,0.7,0.6000000000000001,1.0,0,0,0,0,pos
2801,Anita Mishra,oommmggg ashishlysm gonna be trending on 1 fccollabs,9,0,2019-04-04T13:50:48Z,4,13,4,"['oommmggg', 'ashishlysm', 'gon', 'na', 'be', 'trending', 'on', '1', 'fccollabs']","['oommmggg', 'ashishlysm', 'gon', 'na', 'be', 'trend', 'on', '1', 'fccollab']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,neu
2802,Santu Sarkar,what is thermodynamics,0,0,2019-04-04T11:02:58Z,4,11,4,"['what', 'is', 'thermodynamics']","['what', 'is', 'thermodynam']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2803,Arvind H,viraj u look so thin than before very good bro nice looking,0,0,2019-04-04T11:02:58Z,4,11,4,"['viraj', 'u', 'look', 'so', 'thin', 'than', 'before', 'very', 'good', 'bro', 'nice', 'looking']","['viraj', 'u', 'look', 'so', 'thin', 'than', 'befor', 'veri', 'good', 'bro', 'nice', 'look']",0.7397,0.0,0.59,0.41,0.37,0.8766666666666668,0.3333333333333333,0,0,0,0,neu
2804,Sadia Ritu,deadly combination love you filtercopy ashish,0,0,2019-04-04T09:42:00Z,4,9,4,"['deadly', 'combination', 'love', 'you', 'filtercopy', 'ashish']","['dead', 'combin', 'love', 'you', 'filtercopi', 'ashish']",0.6369,0.0,0.5429999999999999,0.457,0.15,0.5,1.5,0,0,0,0,neu
2805,Agnibesh Kayal,2min of silence for those who will take that poem for remembering periodic table,0,0,2019-04-04T09:42:00Z,4,9,4,"['2min', 'of', 'silence', 'for', 'those', 'who', 'will', 'take', 'that', 'poem', 'for', 'remembering', 'periodic', 'table']","['2min', 'of', 'silenc', 'for', 'those', 'who', 'will', 'take', 'that', 'poem', 'for', 'rememb', 'period', 'tabl']",0.0,0.0,1.0,0.0,0.0,0.0,0.4285714285714285,0,0,0,0,neu
2806,Sanjeevani Konda,h c verma really sucks us,0,0,2019-04-04T07:33:53Z,4,7,4,"['h', 'c', 'verma', 'really', 'sucks', 'us']","['h', 'c', 'verma', 'realli', 'suck', 'us']",-0.4201,0.482,0.518,0.0,-0.3,0.3,0.0,0,0,0,0,neu
2807,Mustafa M,the best part of the video was 4 25,0,0,2019-04-04T07:33:53Z,4,7,4,"['the', 'best', 'part', 'of', 'the', 'video', 'was', '4', '25']","['the', 'best', 'part', 'of', 'the', 'video', 'was', '4', '25']",0.6369,0.0,0.625,0.375,1.0,0.3,0.5555555555555556,0,0,0,0,neu
2808,s v,ashish real surprise this one,0,0,2019-04-04T01:49:47Z,4,1,4,"['ashish', 'real', 'surprise', 'this', 'one']","['ashish', 'real', 'surpris', 'this', 'one']",0.2732,0.0,0.6559999999999999,0.344,0.2,0.30000000000000004,1.6,0,0,0,0,neu
2809,Nishant Dave,humour quality depleting,1,0,2019-04-04T01:49:47Z,4,1,4,"['humour', 'quality', 'depleting']","['humour', 'qualiti', 'deplet']",0.4767,0.0,0.392,0.608,0.0,0.0,0.3333333333333333,0,1,0,1,pos
2810,Archana Sri,colabration ashish bhai,0,0,2019-04-03T12:04:20Z,3,12,4,"['colabration', 'ashish', 'bhai']","['colabr', 'ashish', 'bhai']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2811,Christelda R,ashish,0,0,2019-04-03T12:04:20Z,3,12,4,['ashish'],['ashish'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2812,Akankshya uthv  Sanyak,ashish,0,0,2019-04-03T10:40:41Z,3,10,4,['ashish'],['ashish'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2813,141 Abhay Rai,waiting for got season 8,0,0,2019-04-03T10:40:41Z,3,10,4,"['waiting', 'for', 'got', 'season', '8']","['wait', 'for', 'got', 'season', '8']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2814,Sapna xettri,i saw ashish i clicked,0,0,2019-04-03T09:14:33Z,3,9,4,"['i', 'saw', 'ashish', 'i', 'clicked']","['i', 'saw', 'ashish', 'i', 'click']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2815,Mahi Samant,my exams are starting from 9th of jan,0,0,2019-04-03T09:14:33Z,3,9,4,"['my', 'exams', 'are', 'starting', 'from', '9th', 'of', 'jan']","['my', 'exam', 'are', 'start', 'from', '9th', 'of', 'jan']",0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,0,0,0,neu
2816,Preethi Prashanth,exams on sunday,0,0,2019-04-03T05:40:43Z,3,5,4,"['exams', 'on', 'sunday']","['exam', 'on', 'sunday']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2817,JazzgamerX,ashish is the coolest,0,0,2019-04-03T05:40:43Z,3,5,4,"['ashish', 'is', 'the', 'coolest']","['ashish', 'is', 'the', 'coolest']",0.0,0.0,1.0,0.0,0.0,0.0,0.25,0,0,0,0,neu
2818,113 Mayank Varane,i screwed my physics prelim,0,0,2019-04-02T19:31:48Z,2,19,4,"['i', 'screwed', 'my', 'physics', 'prelim']","['i', 'screw', 'my', 'physic', 'prelim']",-0.4939,0.516,0.484,0.0,0.0,0.0,0.2,0,0,0,0,neg
2819,anna margret,exam model is on monday,0,0,2019-04-02T19:31:48Z,2,19,4,"['exam', 'model', 'is', 'on', 'monday']","['exam', 'model', 'is', 'on', 'monday']",0.0,0.0,1.0,0.0,0.0,0.0,0.8,0,0,0,0,neu
2820,Dhruv Latoriya,i have history tomorrow 1 like 2 marks,2,0,2019-04-02T18:40:29Z,2,18,4,"['i', 'have', 'history', 'tomorrow', '1', 'like', '2', 'marks']","['i', 'have', 'histori', 'tomorrow', '1', 'like', '2', 'mark']",0.3612,0.0,0.615,0.385,0.0,0.0,0.625,0,1,0,1,neu
2821,Nishi Kumari,tmrw i am having my physics paper,0,0,2019-04-02T18:40:29Z,2,18,4,"['tmrw', 'i', 'am', 'having', 'my', 'physics', 'paper']","['tmrw', 'i', 'am', 'have', 'my', 'physic', 'paper']",0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0,0,0,0,neu
2822,anna margret,thermodynamics,0,0,2019-04-02T14:51:48Z,2,14,4,['thermodynamics'],['thermodynam'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2823,Ravishing Raveoli,boards are so near 3 i can relate to this video,0,0,2019-04-02T14:51:48Z,2,14,4,"['boards', 'are', 'so', 'near', '3', 'i', 'can', 'relate', 'to', 'this', 'video']","['board', 'are', 'so', 'near', '3', 'i', 'can', 'relat', 'to', 'this', 'video']",0.0,0.0,1.0,0.0,0.1,0.4,0.3636363636363637,0,0,0,0,neu
2824,Ramya Kumar,good to see ashish with filter copy,1,0,2019-04-01T11:46:09Z,1,11,4,"['good', 'to', 'see', 'ashish', 'with', 'filter', 'copy']","['good', 'to', 'see', 'ashish', 'with', 'filter', 'copi']",0.4404,0.0,0.674,0.326,0.7,0.6000000000000001,0.42857142857142855,0,1,0,1,neu
2825,Rishabh Tiwari,nice one,0,0,2019-04-01T11:46:09Z,1,11,4,"['nice', 'one']","['nice', 'one']",0.4215,0.0,0.263,0.737,0.6,1.0,1.0,0,0,0,0,pos
2826,Shrreya Dutta,https youtu be 4o9l4dpfiro everyone pls check out this tutorial it would mean alot to me,0,0,2019-04-01T02:58:49Z,1,2,4,"['https', 'youtu', 'be', '4o9l4dpfiro', 'everyone', 'pls', 'check', 'out', 'this', 'tutorial', 'it', 'would', 'mean', 'alot', 'to', 'me']","['https', 'youtu', 'be', '4o9l4dpfiro', 'everyon', 'pls', 'check', 'out', 'this', 'tutori', 'it', 'would', 'mean', 'alot', 'to', 'me']",0.0772,0.0,0.92,0.08,-0.3125,0.6875,0.125,0,0,0,0,neu
2827,TIGPS Official,watch my videos,0,0,2019-04-01T02:58:49Z,1,2,4,"['watch', 'my', 'videos']","['watch', 'my', 'video']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,neu
2828,Varsha Venkatraman,what was the music at 2 53,0,0,2019-03-31T15:40:56Z,31,15,3,"['what', 'was', 'the', 'music', 'at', '2', '53']","['what', 'was', 'the', 'music', 'at', '2', '53']",0.0,0.0,1.0,0.0,0.0,0.0,1.2857142857142854,0,0,0,0,neu
2829,Nikhil Gautam,i also make funny videos check me out too,1,0,2019-03-31T15:40:56Z,31,15,3,"['i', 'also', 'make', 'funny', 'videos', 'check', 'me', 'out', 'too']","['i', 'also', 'make', 'funni', 'video', 'check', 'me', 'out', 'too']",0.4404,0.0,0.7070000000000001,0.293,0.25,1.0,0.2222222222222222,0,1,0,1,neu
2830,Sudhanshu Rotkar,like for ashish only,0,0,2019-03-29T21:19:23Z,29,21,3,"['like', 'for', 'ashish', 'only']","['like', 'for', 'ashish', 'onli']",0.3612,0.0,0.545,0.455,0.0,1.0,0.0,0,0,0,0,neu
2831,Shubham Srivastava,wohoo what a combo love ashish as well as filtercopy,0,0,2019-03-29T21:19:23Z,29,21,3,"['wohoo', 'what', 'a', 'combo', 'love', 'ashish', 'as', 'well', 'as', 'filtercopy']","['wohoo', 'what', 'a', 'combo', 'love', 'ashish', 'as', 'well', 'as', 'filtercopi']",0.743,0.0,0.526,0.474,0.5,0.6,0.5,0,0,0,0,neu
2832,maira Sharma,on 3 53 were they talking about the gauri ma am on whom kanan gill had a crush in k g he confessed that on son of abish season 2 when he came with biswa hit like if you got that,6,0,2019-03-29T03:43:02Z,29,3,3,"['on', '3', '53', 'were', 'they', 'talking', 'about', 'the', 'gauri', 'ma', 'am', 'on', 'whom', 'kanan', 'gill', 'had', 'a', 'crush', 'in', 'k', 'g', 'he', 'confessed', 'that', 'on', 'son', 'of', 'abish', 'season', '2', 'when', 'he', 'came', 'with', 'biswa', 'hit', 'like', 'if', 'you', 'got', 'that']","['on', '3', '53', 'were', 'they', 'talk', 'about', 'the', 'gauri', 'ma', 'am', 'on', 'whom', 'kanan', 'gill', 'had', 'a', 'crush', 'in', 'k', 'g', 'he', 'confess', 'that', 'on', 'son', 'of', 'abish', 'season', '2', 'when', 'he', 'came', 'with', 'biswa', 'hit', 'like', 'if', 'you', 'got', 'that']",0.2263,0.042,0.892,0.066,0.0,0.0,0.3658536585365854,0,1,0,1,neu
2833,SUBAL DIGAL,khalisee and cersei game of thrones,0,0,2019-03-29T03:43:02Z,29,3,3,"['khalisee', 'and', 'cersei', 'game', 'of', 'thrones']","['khalise', 'and', 'cersei', 'game', 'of', 'throne']",0.0,0.0,1.0,0.0,-0.4,0.4,0.16666666666666666,0,0,0,0,neu
2834,Khushi Bhusal,hello guys scrolls through comments tomorrow is my exam but i am watching this i am very terrified i haven t read even one wordhope so you are not doing so any way have a nice time ahead,0,0,2019-03-28T17:01:13Z,28,17,3,"['hello', 'guys', 'scrolls', 'through', 'comments', 'tomorrow', 'is', 'my', 'exam', 'but', 'i', 'am', 'watching', 'this', 'i', 'am', 'very', 'terrified', 'i', 'haven', 't', 'read', 'even', 'one', 'wordhope', 'so', 'you', 'are', 'not', 'doing', 'so', 'any', 'way', 'have', 'a', 'nice', 'time', 'ahead']","['hello', 'guy', 'scroll', 'through', 'comment', 'tomorrow', 'is', 'my', 'exam', 'but', 'i', 'am', 'watch', 'this', 'i', 'am', 'veri', 'terrifi', 'i', 'haven', 't', 'read', 'even', 'one', 'wordhop', 'so', 'you', 'are', 'not', 'do', 'so', 'ani', 'way', 'have', 'a', 'nice', 'time', 'ahead']",-0.5006,0.146,0.763,0.091,0.4,0.65,0.3947368421052631,0,0,0,0,neu
2835,Colton Wr8,ashish fans raise your hands,0,0,2019-03-28T17:01:13Z,28,17,3,"['ashish', 'fans', 'raise', 'your', 'hands']","['ashish', 'fan', 'rais', 'your', 'hand']",0.0,0.0,1.0,0.0,0.0,0.0,0.2,0,0,0,0,neu
2836,kenza durand,beam ranch opponent employ speed diamond door compromise fit,0,0,2019-03-28T12:23:17Z,28,12,3,"['beam', 'ranch', 'opponent', 'employ', 'speed', 'diamond', 'door', 'compromise', 'fit']","['beam', 'ranch', 'oppon', 'employ', 'speed', 'diamond', 'door', 'compromis', 'fit']",0.5994,0.0,0.588,0.412,0.4,0.4,1.7777777777777781,0,0,0,0,neu
2837,Kurdeep Kour,i have exams next week and i m watching this lol,0,0,2019-03-28T12:23:17Z,28,12,3,"['i', 'have', 'exams', 'next', 'week', 'and', 'i', 'm', 'watching', 'this', 'lol']","['i', 'have', 'exam', 'next', 'week', 'and', 'i', 'm', 'watch', 'this', 'lol']",0.5023,0.0,0.6829999999999999,0.317,0.4,0.35,0.0,0,0,0,0,neu
2838,Roshan Palande,only for ashish,0,0,2019-03-28T11:35:55Z,28,11,3,"['only', 'for', 'ashish']","['onli', 'for', 'ashish']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,neu
2839,Ayush Kamboj,please collaborate with popxo now,0,0,2019-03-28T11:35:55Z,28,11,3,"['please', 'collaborate', 'with', 'popxo', 'now']","['pleas', 'collabor', 'with', 'popxo', 'now']",0.3182,0.0,0.635,0.365,0.0,0.0,0.0,0,0,0,0,neu
2840,priya,holi pe nasha karks rabbi ne charas fooka was the best,0,0,2019-03-27T17:40:42Z,27,17,3,"['holi', 'pe', 'nasha', 'karks', 'rabbi', 'ne', 'charas', 'fooka', 'was', 'the', 'best']","['holi', 'pe', 'nasha', 'kark', 'rabbi', 'ne', 'chara', 'fooka', 'was', 'the', 'best']",0.6369,0.0,0.7040000000000001,0.29600000000000004,1.0,0.3,0.18181818181818185,0,0,0,0,neu
2841,Kripa Mehta,yesterday when i saw your message post saying that it has a special guesti thought it was ashish and woo hoo i was right,0,0,2019-03-27T17:40:42Z,27,17,3,"['yesterday', 'when', 'i', 'saw', 'your', 'message', 'post', 'saying', 'that', 'it', 'has', 'a', 'special', 'guesti', 'thought', 'it', 'was', 'ashish', 'and', 'woo', 'hoo', 'i', 'was', 'right']","['yesterday', 'when', 'i', 'saw', 'your', 'messag', 'post', 'say', 'that', 'it', 'has', 'a', 'special', 'guesti', 'thought', 'it', 'was', 'ashish', 'and', 'woo', 'hoo', 'i', 'was', 'right']",0.7003,0.0,0.7659999999999999,0.234,0.3214285714285714,0.5535714285714286,0.375,0,0,0,0,neu
2842,devashish Yadav,i am first view,0,0,2019-03-26T06:13:33Z,26,6,3,"['i', 'am', 'first', 'view']","['i', 'am', 'first', 'view']",0.0,0.0,1.0,0.0,0.25,0.3333333333333333,0.25,0,0,0,0,neu
2843,Hi Hi,filter copy and ashish chanchlani what a freaking good combination,1,0,2019-03-26T06:13:33Z,26,6,3,"['filter', 'copy', 'and', 'ashish', 'chanchlani', 'what', 'a', 'freaking', 'good', 'combination']","['filter', 'copi', 'and', 'ashish', 'chanchlani', 'what', 'a', 'freak', 'good', 'combin']",0.0258,0.22,0.551,0.228,0.7,0.6000000000000001,0.30000000000000004,0,1,0,1,neu
2844,Shatam Bhagat,dislike for chanchlani,0,0,2019-03-25T10:34:35Z,25,10,3,"['dislike', 'for', 'chanchlani']","['dislik', 'for', 'chanchlani']",-0.3818,0.565,0.435,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,neg
2845,Virat Kamble,i want that game of thrones tee,0,0,2019-03-25T10:34:35Z,25,10,3,"['i', 'want', 'that', 'game', 'of', 'thrones', 'tee']","['i', 'want', 'that', 'game', 'of', 'throne', 'tee']",0.0772,0.0,0.794,0.206,-0.4,0.4,0.2857142857142857,0,0,0,0,neu
2846,ronak sethi,1 21 maths book in front he is studying physics but its actually chemistry exam great,0,0,2019-03-24T14:08:51Z,24,14,3,"['1', '21', 'maths', 'book', 'in', 'front', 'he', 'is', 'studying', 'physics', 'but', 'its', 'actually', 'chemistry', 'exam', 'great']","['1', '21', 'math', 'book', 'in', 'front', 'he', 'is', 'studi', 'physic', 'but', 'it', 'actual', 'chemistri', 'exam', 'great']",0.7684,0.0,0.7120000000000001,0.28800000000000003,0.4,0.425,0.75,0,0,0,0,neu
2847,Samyak,well my class 10 boards are here,0,0,2019-03-24T14:08:51Z,24,14,3,"['well', 'my', 'class', '10', 'boards', 'are', 'here']","['well', 'my', 'class', '10', 'board', 'are', 'here']",0.2732,0.0,0.741,0.259,0.0,0.0,0.7142857142857142,0,0,0,0,neu
2848,Max Zbigz,is that gonna be trending soon,0,0,2019-03-23T18:42:47Z,23,18,3,"['is', 'that', 'gon', 'na', 'be', 'trending', 'soon']","['is', 'that', 'gon', 'na', 'be', 'trend', 'soon']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2849,Max Zbigz,is that ashish,0,0,2019-03-23T18:42:47Z,23,18,3,"['is', 'that', 'ashish']","['is', 'that', 'ashish']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2850,Max Zbigz,is that game of thrones tshirt,0,0,2019-03-23T12:23:39Z,23,12,3,"['is', 'that', 'game', 'of', 'thrones', 'tshirt']","['is', 'that', 'game', 'of', 'throne', 'tshirt']",0.0,0.0,1.0,0.0,-0.4,0.4,0.16666666666666666,0,0,0,0,neu
2851,Max Zbigz,is that one plus5t,0,0,2019-03-23T12:23:39Z,23,12,3,"['is', 'that', 'one', 'plus5t']","['is', 'that', 'one', 'plus5t']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2852,Darsha,i have my science pre board tomorrow,0,0,2019-03-22T05:26:06Z,22,5,3,"['i', 'have', 'my', 'science', 'pre', 'board', 'tomorrow']","['i', 'have', 'my', 'scienc', 'pre', 'board', 'tomorrow']",0.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0,0,0,0,neu
2853,Ami Thakkar,he he ashish ur awsm as usual,0,0,2019-03-22T05:26:06Z,22,5,3,"['he', 'he', 'ashish', 'ur', 'awsm', 'as', 'usual']","['he', 'he', 'ashish', 'ur', 'awsm', 'as', 'usual']",0.0,0.0,1.0,0.0,-0.25,0.25,0.0,0,0,0,0,neu
2854,The DropTop,and still trending on,0,0,2019-03-21T16:52:17Z,21,16,3,"['and', 'still', 'trending', 'on']","['and', 'still', 'trend', 'on']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
2855,Bharatendra Nath Shahdeo,ashish chanchalani squad,0,0,2019-03-21T16:52:17Z,21,16,3,"['ashish', 'chanchalani', 'squad']","['ashish', 'chanchalani', 'squad']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,neu
2856,Radha Nair,here because of ashish,0,0,2019-03-21T06:12:23Z,21,6,3,"['here', 'because', 'of', 'ashish']","['here', 'becaus', 'of', 'ashish']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
